long,lat,id,nombre,calle1,calle2,intersec,inaugura,lin_sent_n,lin_sent_s,metrobus
-58.486892651625354,-34.597481367995051,152,2 de Abril,AV SAN MARTIN,,Entre Melincué y est. Plurinacional de Bolivia,si,Sentido Oeste: 57 - 78 - 105 - 146,Sentido Este: 57 - 78 - 105 - 146,Metrobus Av San Martín
-58.491496752974747,-34.597162158662641,153,Comunicaciones,AV SAN MARTIN,,Entre Tinogasta y Nazca,si,Sentido Oeste: 57 - 78 - 105 - 146,Sentido Este: 57 - 78 - 105 - 146,Metrobus Av San Martín
-58.495198618281506,-34.596915822264052,154,Roffo,AV SAN MARTIN,,Entre Nazca y Beiró,si,Sentido Oeste: 57 - 78 - 105 - 146,Sentido Este: 57 - 78 - 105 - 146,Metrobus Av San Martín
-58.499382571572674,-34.595996721056672,155,Solano López,AV SAN MARTIN,,Entre Navarro y Pedro Morón,si,Sentido Oeste: 57 - 78,Sentido Este: 57 - 78 - 105,Metrobus Av San Martín
-58.507502950065302,-34.592977814026412,156,Cubas,AV SAN MARTIN,,Entre Habana y Vallejos,si,Sentido Oeste: 57 - 78 - 123 - 176,Sentido Este: 57 - 78,Metrobus Av San Martín
-58.51119218408256,-34.591631370530585,157,Mosconi,AV SAN MARTIN,,Entre Gabriela Mistral y Carlos Antonio López,si,Sentido Oeste: 57 - 78 - 87 - 123 - 176,Sentido Este: 57 - 78 - 123 - 176,Metrobus Av San Martín
-58.515194768457583,-34.590420283315929,158,Ladines,AV SAN MARTIN,,Entre Griveo y Cabezón José León,si,Sentido Oeste: 57 - 78 - 87 - 123 - 176,Sentido Este: 57 - 78 - 87 - 123 - 176,Metrobus Av San Martín
-58.46029314181515,-34.557972449217097,159,Monroe,CABILDO AV,,Entre Av Monroe y Roosevelt,si,,29 - 41 - 59 - 60 - 152 - 161,Metrobus Norte - Av Cabildo
-58.459769062519811,-34.558547160904745,160,Blanco Encalada,CABILDO AV,,Entre Blanco Encalada y Av Monroe,si,,68 - 168 - 184,Metrobus Norte - Av Cabildo
-58.459269359887443,-34.558910130896344,161,Blanco Encalada,CABILDO AV,,Entre Blanco Encalada y Av Monroe,si,161 - 168 - 184,,Metrobus Norte - Av Cabildo
-58.458623381899841,-34.559676408430903,162,Olazábal,CABILDO AV,,Entre Olazábal y Blanco Encalada,si,29 - 41 - 59 - 60 - 68 - 152,,Metrobus Norte - Av Cabildo
-58.45794081665759,-34.560654421056107,163,Mendoza,CABILDO AV,,Entre Mendoza y Olazábal,si,,29 - 41 - 59 - 60 - 68 - 152 - 161,Metrobus Norte - Av Cabildo
-58.457002291806099,-34.561582003747048,164,Juramento,CABILDO AV,,Entre Juramento y Mendoza,si,57 - 194,,Metrobus Norte - Av Cabildo
-58.455393320399018,-34.563437163396429,165,Sucre,CABILDO AV,,Entre Sucre y Echeverría,si,41 - 59 - 60 - 63 - 67 - 68 - 152 - 161 - 168 - 184,,Metrobus Norte - Av Cabildo
-58.454698496326252,-34.564435322256578,166,La Pampa,CABILDO AV,,Entre La Pampa y Sucre,si,,44 - 63 - 65 - 80 - 168 - 184,Metrobus Norte - Av Cabildo
-58.452845694867641,-34.565877034411372,167,Virrey del Pino,CABILDO AV,,Entre Virrey del Pino y José Hernández,si,,57 - 194,Metrobus Norte - Av Cabildo
-58.451699890516572,-34.566471824635187,168,Virrey Arredondo,CABILDO AV,,Entre Virrey Arredondo y Virrey Olaguer y Feliú,si,,41 - 59 - 60 - 63 - 67 - 68 - 152 - 161,Metrobus Norte - Av Cabildo
-58.449761751248857,-34.567389173752133,169,Virrey Loreto,CABILDO AV,,Entre Céspedes y Virrey Loreto,si,59 - 60 - 152,,Metrobus Norte - Av Cabildo
-58.449030357540209,-34.567792407909316,170,Zabala,CABILDO AV,,Entre Céspedes y Virrey Loreto,si,41 - 63 - 67 - 68 - 161,,Metrobus Norte - Av Cabildo
-58.448640259906576,-34.568115014676948,171,Céspedes,CABILDO AV,,Entre Céspedes y Zabala,si,,59 - 60 - 63 - 67,Metrobus Norte - Av Cabildo
-58.447226209174779,-34.568860974164707,172,Aguilar,CABILDO AV,,Entre Aguilar y Céspedes,si,,41 - 68 - 152 - 161,Metrobus Norte - Av Cabildo
-58.446763001793656,-34.568991991547243,173,Palpa,CABILDO AV,,Entre Palpa y Aguilar,si,59 - 60 - 152,,Metrobus Norte - Av Cabildo
-58.444495600711825,-34.570100787238125,174,Olleros,CABILDO AV,,Entre Olleros y Av Federizo Lacroze,si,68 - 161,,Metrobus Norte - Av Cabildo
-58.443044892482504,-34.570927355292881,175,Gorostiaga,CABILDO AV,,Entre Gorostiaga y Olleros,si,,41 - 60 - 67 - 68 - 152 - 161,Metrobus Norte - Av Cabildo
-58.442240299158364,-34.571330536715251,176,Maure,CABILDO AV,,Entre Maure y Gorostiaga,si,,57 - 194,Metrobus Norte - Av Cabildo
-58.441204078163764,-34.57181433495326,177,Jorge Newbery,CABILDO AV,,Entre Jorge Newbery y Maure,si,41 - 60 - 67 - 68 - 152 - 161,,Metrobus Norte - Av Cabildo
-58.440253160904874,-34.572338471425113,178,Matienzo,CABILDO AV,,Entre Benjamín Matienzo y Jorge Newbery,si,57 - 194,,Metrobus Norte - Av Cabildo
-58.424766143660179,-34.578924226729555,179,Oro,SANTA FE AV,,Entre Fray Justo Santamaría de Oro y Godoy Cruz,si,59 - 68 - 152 - 161,,Centro de Transbordo Pacífico
-58.42388612913691,-34.579456266112182,180,Darregueyra,SANTA FE AV,,Entre Darregueyra y Fray Justo Santamaría de Oro,si,29 - 39 - 41 - 64 - 67 - 93,,Centro de Transbordo Pacífico
-58.423230517939771,-34.579900466480069,181,Uriarte,SANTA FE AV,,Entre Uriarte y Darregueyra,si,108 - 111 - 118,,Centro de Transbordo Pacífico
-58.422811162189056,-34.58017869722147,182,Uriarte,SANTA FE AV,,Entre Uriarte y Darregueyra,si,12 - 95 - 194,,Centro de Transbordo Pacífico
-58.422226371093252,-34.580671751586749,184,Thames,SANTA FE AV,,Entre Uriarte y Thames,si,,55 - 160,Centro de Transbordo Pacífico
-58.422669363640502,-34.580364228837958,185,Uriarte,SANTA FE AV,,Entre Uriarte y Darregueyra,si,,60 - 93,Centro de Transbordo Pacífico
-58.423082823188174,-34.580071345780617,186,Uriarte,SANTA FE AV,,Entre Uriarte y Darregueyra,si,,59 - 108 - 118,Centro de Transbordo Pacífico
-58.423856563397756,-34.579549045739036,187,Darregueyra,SANTA FE AV,,Entre Darregueyra y Fray Justo Santamaría de Oro,si,,12 - 15 - 29 - 95 - 111,Centro de Transbordo Pacífico
-58.424772012644375,-34.579002366693224,188,Oro,SANTA FE AV,,Entre Fray Justo Santamaría de Oro y Godoy Cruz,si,,39 - 152,Centro de Transbordo Pacífico
-58.427027956910209,-34.577992134594247,189,Juan B. Justo,SANTA FE AV,,Entre Av Juan B Justo y Humboldt,si,,64 - 68 - 161,Centro de Transbordo Pacífico
-58.427978701163802,-34.577670088861836,190,Humboldt,SANTA FE AV,,Entre Humboldt y Fitz Roy,si,,41 - 57 - 67 - 194,Centro de Transbordo Pacífico
-58.427211153479668,-34.577616148124243,191,Regimiento Patricios,SANTA FE AV,,Entre Humboldt y Av Bullrich,si,15 - 55 - 60,,Centro de Transbordo Pacífico
-58.429556615152791,-34.577167758333147,192,Fitz Roy,SANTA FE AV,,Entre Fitz Roy y Bonpland,si,41 - 60 - 67 - 68 - 152 - 161,,Centro de Transbordo Pacífico
-58.446380133348484,-34.569179597368112,193,Teodoro García,CABILDO AV,,Entre Teodoro García y Palpa,si,41 - 63 - 67,,Metrobus Norte - Av Cabildo
-58.369319067359427,-34.614190013419041,194,México,PASEO COLON AV.,,Entre México y Rep. Bolivariana de Venezuela,si,,33 - 143 - 159,Metrobus del Bajo
-58.369252170209194,-34.615289312195138,195,Chile,PASEO COLON AV.,,Entre Chile y México,si,,8 - 74 - 86 - 93,Metrobus del Bajo
-58.36924538986424,-34.616456517894271,196,Av Independencia,PASEO COLON AV.,,Entre Av Independencia y Chile,si,,61 - 64 - 130 - 152,Metrobus del Bajo
-58.369004631355359,-34.616438236932716,197,Av Independencia,PASEO COLON AV.,,Entre Av Independencia y Chile,si,29 - 62 - 152,,Metrobus del Bajo
-58.369104426701156,-34.615284674863169,198,Chile,PASEO COLON AV.,,Entre Chile y México,si,33 - 64 - 130 -143,,Metrobus del Bajo
-58.369176797892464,-34.614185380365377,199,México,PASEO COLON AV.,,Entre México y Rep. Bolivariana de Venezuela,si,74 - 93 - 159,,Metrobus del Bajo
-58.369464053066942,-34.611765219900597,200,Av Belgrano,PASEO COLON AV.,,Entre Av Belgrano y Moreno,si,,61 - 64 - 93 - 111 - 130 - 152,Metrobus del Bajo
-58.369487275739424,-34.610570881388313,201,Moreno,PASEO COLON AV.,,Entre Moreno y Adolfo Alsina,si,,8 - 33 - 74 - 86 - 143 - 159,Metrobus del Bajo
-58.369520986380621,-34.609783717659383,202,Alsina,PASEO COLON AV.,,Entre Adolfo Alsina e Hipólito Yrigoyen,si,,195,Metrobus del Bajo
-58.369422503944435,-34.609774594250801,203,Alsina,PASEO COLON AV.,,Entre Adolfo Alsina e Hipólito Yrigoyen,si,195,,Metrobus del Bajo
-58.369388782254298,-34.610570806098814,204,Moreno,PASEO COLON AV.,,Entre Moreno y Adolfo Alsina,si,29 - 64 - 74 - 93 - 159,,Metrobus del Bajo
-58.369321792793436,-34.611756062948416,205,Av Belgrano,PASEO COLON AV.,,Entre Av Belgrano y Moreno,si,33 - 62 - 130 - 143 - 152,,Metrobus del Bajo
-58.37006281609262,-34.604748829610315,206,Perón,ALEM LEANDRO N. AV.,,Entre Perón Juan D y Sarmiento,si,7 - 22 - 28 - 33 - 126 - 143,,Metrobus del Bajo
-58.37014610297912,-34.603654064988582,207,Sarmiento,ALEM LEANDRO N. AV.,,Entre Sarmiento y Av Corrientes,si,56 - 62 - 91 - 93 - 130 - 152,,Metrobus del Bajo
-58.370271935307713,-34.603663208537036,208,Sarmiento,ALEM LEANDRO N. AV.,,Entre Sarmiento y Av Corrientes,si,,22 - 28 - 50 - 56 - 91 - 126,Metrobus del Bajo
-58.370471486761986,-34.601328932598378,209,Lavalle,ALEM LEANDRO N. AV.,,Entre Lavalle y Tucumán,si,,7 - 33 - 143 - 195,Metrobus del Bajo
-58.370377223833032,-34.60245988222691,210,Av Corrientes,ALEM LEANDRO N. AV.,,Entre Av Corrientes y Lavalle,si,,61 - 93 - 130 - 152,Metrobus del Bajo
-58.371410981811252,-34.597755611595467,211,Av Córdoba,ALEM LEANDRO N. AV.,,Entre Av Córdoba y Paraguay,si,7 - 22 - 33 - 62 - 143 - 152,,Metrobus del Bajo
-58.371586049513354,-34.597760266527231,212,Av Córdoba,ALEM LEANDRO N. AV.,,Entre Av Córdoba y Paraguay,si,,22 - 28 - 50 - 56 - 61 - 126 - 152,Metrobus del Bajo
-58.370604155224648,-34.600098481808622,213,Tucumán,ALEM LEANDRO N. AV.,,Entre Tucumán y Viamonte,si,6 - 26 - 50 - 195,,Metrobus del Bajo
-58.370889885880963,-34.598981248029297,214,Viamonte,ALEM LEANDRO N. AV.,,Entre Viamonte y Av Córdoba,si,23 - 93 - 115 - 130,,Metrobus del Bajo
-58.373033680426843,-34.594707579474665,215,Ricardo Rojas,ALEM LEANDRO N. AV.,,Entre Ricardo Rojas y San Martín,si,,7 - 33 - 143,Metrobus del Bajo
-58.37262251917592,-34.595494468116748,216,Marcelo T. de Alvear,ALEM LEANDRO N. AV.,,Entre Marcelo T. de Alvear y Ricardo Rojas,si,,5 - 9- 45 - 91 - 93 - 130,Metrobus del Bajo
-58.372074154513662,-34.596670324993163,217,Paraguay,ALEM LEANDRO N. AV.,,Entre Paraguay y Marcelo T. de Alvear,si,,6 - 23 - 26 -115 - 132,Metrobus del Bajo
-58.371964769969871,-34.596638575094381,218,Paraguay,ALEM LEANDRO N. AV.,,Entre Paraguay y Marcelo T. de Alvear,si,28 - 56 - 91 - 126 - 132,,Metrobus del Bajo
-58.469190793453848,-34.63062133320215,219,San Pedrito,RIVADAVIA AV.,,Entre San Pedrito Av y Lafuente,si,,25 - 53 - 85 - 92,Centro de Transbordo Flores - Roberto Arlt
-58.468715018659232,-34.630499501711085,220,San Pedrito,RIVADAVIA AV.,,Entre San Pedrito Av y Lafuente,si,,1 - 2 - 5 - 49,Centro de Transbordo Flores - Roberto Arlt
-58.467964503747218,-34.630311213682361,221,Lafuente,RIVADAVIA AV.,,Entre Lafuente y Culpina,si,,88 - 96 - 113 - 133,Centro de Transbordo Flores - Roberto Arlt
-58.467676360216998,-34.630233681123016,222,Lafuente,RIVADAVIA AV.,,Entre Lafuente y Culpina,si,,36 - 55 - 76 - 141,Centro de Transbordo Flores - Roberto Arlt
-58.467274300535621,-34.630128457686858,223,Lafuente,RIVADAVIA AV.,,Entre Lafuente y Culpina,si,,8 - 86 - 136 - 163,Centro de Transbordo Flores - Roberto Arlt
-58.466577396640808,-34.629884770046068,224,Bolivia,RIVADAVIA AV.,,Entre Estado Plur. de Bolivia y Condarco,si,1 - 2 - 88 - 96,,Centro de Transbordo Flores - Roberto Arlt
-58.466228947628835,-34.629796158155237,225,Bolivia,RIVADAVIA AV.,,Entre Estado Plur. de Bolivia y Condarco,si,8 - 86 - 136 - 163,,Centro de Transbordo Flores - Roberto Arlt
-58.46590060192613,-34.629707544741798,226,Bolivia,RIVADAVIA AV.,,Entre Estado Plur. de Bolivia y Condarco,si,36 - 92 - 141,,Centro de Transbordo Flores - Roberto Arlt
-58.4651568013443,-34.629519239235727,227,Artigas,RIVADAVIA AV.,,Entre José de Artigas y Estado Plur. de Bolivia,si,25 - 53 - 76 - 85,,Centro de Transbordo Flores - Roberto Arlt
-58.464861962041738,-34.629430622342802,228,Artigas,RIVADAVIA AV.,,Entre José de Artigas y Estado Plur. de Bolivia,si,55 - 113 - 133,,Centro de Transbordo Flores - Roberto Arlt
-58.464580525269618,-34.629353082339634,229,Artigas,RIVADAVIA AV.,,Entre José de Artigas y Estado Plur. de Bolivia,si,5 - 49 - 132,,Centro de Transbordo Flores - Roberto Arlt
